Listing_id,negative,positive,Total,Positive Ratio,Negative Ratio
21126289,36,247,283,0.87,0.13
21160267,1,27,28,0.96,0.04
21174524,6,216,222,0.97,0.03
21176027,35,695,730,0.95,0.05
21189890,10,57,67,0.85,0.15
21190372,89,671,760,0.88,0.12
21197685,1,42,43,0.98,0.02
21198391,95,697,792,0.88,0.12
21203344,37,614,651,0.94,0.06
21212588,46,1025,1071,0.96,0.04
21231387,62,523,585,0.89,0.11
21236709,54,407,461,0.88,0.12
21253016,20,331,351,0.94,0.06
21272098,9,144,153,0.94,0.06
21278647,9,259,268,0.97,0.03
21280708,51,153,204,0.75,0.25
21297231,53,284,337,0.84,0.16
21312568,37,727,764,0.95,0.05
21323611,9,181,190,0.95,0.05
21344729,,10,10,1.00,0.00
21345127,4,150,154,0.97,0.03
21354161,13,137,150,0.91,0.09
21356172,3,71,74,0.96,0.04
21364022,,3,3,1.00,0.00
21382558,8,292,300,0.97,0.03
21383423,4,173,177,0.98,0.02
21383822,59,405,464,0.87,0.13
21396505,,5,5,1.00,0.00
21399365,26,241,267,0.90,0.10
21414181,14,23,37,0.62,0.38
21437451,54,914,968,0.94,0.06
21449558,37,328,365,0.90,0.10
21456384,7,227,234,0.97,0.03
21461481,8,65,73,0.89,0.11
21486209,10,132,142,0.93,0.07
21502620,19,725,744,0.97,0.03
21544113,11,153,164,0.93,0.07
21561017,1,34,35,0.97,0.03
21579876,27,294,321,0.92,0.08
21580160,3,5,8,0.63,0.38
21591133,,26,26,1.00,0.00
21593865,3,77,80,0.96,0.04
21630768,2,40,42,0.95,0.05
21631995,43,626,669,0.94,0.06
21632570,11,204,215,0.95,0.05
21632900,11,184,195,0.94,0.06
21640556,31,574,605,0.95,0.05
21662716,11,90,101,0.89,0.11
21663911,4,50,54,0.93,0.07
21676833,,34,34,1.00,0.00
21682891,13,165,178,0.93,0.07
21683005,9,120,129,0.93,0.07
21693285,59,717,776,0.92,0.08
21709922,9,124,133,0.93,0.07
21713835,22,312,334,0.93,0.07
21733951,10,171,181,0.94,0.06
21747565,5,105,110,0.95,0.05
21748228,13,464,477,0.97,0.03
21783896,11,150,161,0.93,0.07
21784784,5,46,51,0.90,0.10
21787503,20,231,251,0.92,0.08
21798869,,5,5,1.00,0.00
21810294,6,134,140,0.96,0.04
21829016,19,229,248,0.92,0.08
21850640,42,583,625,0.93,0.07
21853043,8,238,246,0.97,0.03
21878681,39,299,338,0.88,0.12
21894298,6,70,76,0.92,0.08
21911184,29,281,310,0.91,0.09
21936688,11,236,247,0.96,0.04
21947972,50,1012,1062,0.95,0.05
21963653,2,75,77,0.97,0.03
21978697,9,100,109,0.92,0.08
22030235,9,132,141,0.94,0.06
22035029,14,400,414,0.97,0.03
22043194,1,74,75,0.99,0.01
22056421,14,37,51,0.73,0.27
22063379,35,1104,1139,0.97,0.03
22095619,51,172,223,0.77,0.23
22147548,4,138,142,0.97,0.03
22151438,10,430,440,0.98,0.02
22152480,20,299,319,0.94,0.06
22163415,19,218,237,0.92,0.08
22224397,10,327,337,0.97,0.03
22275691,12,317,329,0.96,0.04
22306380,24,186,210,0.89,0.11
22308959,56,379,435,0.87,0.13
22317485,32,313,345,0.91,0.09
22326909,,14,14,1.00,0.00
22351697,25,206,231,0.89,0.11
22360186,5,150,155,0.97,0.03
22408602,41,319,360,0.89,0.11
22411166,52,539,591,0.91,0.09
22437203,32,502,534,0.94,0.06
22437447,23,426,449,0.95,0.05
22449973,17,87,104,0.84,0.16
22452672,18,369,387,0.95,0.05
22455175,,1,1,1.00,0.00
22486185,28,761,789,0.96,0.04
22510926,7,61,68,0.90,0.10
22511514,27,736,763,0.96,0.04
22517744,25,380,405,0.94,0.06
22530746,12,219,231,0.95,0.05
22543222,4,70,74,0.95,0.05
22545170,1,39,40,0.98,0.03
22545374,17,439,456,0.96,0.04
22546209,1,21,22,0.95,0.05
22546650,6,38,44,0.86,0.14
22568931,12,270,282,0.96,0.04
22584773,20,327,347,0.94,0.06
22589049,,3,3,1.00,0.00
22594761,14,228,242,0.94,0.06
22597091,,15,15,1.00,0.00
22701770,11,270,281,0.96,0.04
22702396,9,325,334,0.97,0.03
22726943,11,354,365,0.97,0.03
22733038,6,21,27,0.78,0.22
22740737,9,255,264,0.97,0.03
22753749,24,245,269,0.91,0.09
22773505,33,659,692,0.95,0.05
22792399,26,319,345,0.92,0.08
22813165,30,407,437,0.93,0.07
22848580,27,285,312,0.91,0.09
22848760,9,236,245,0.96,0.04
22883329,8,269,277,0.97,0.03
22888921,15,215,230,0.93,0.07
22921667,57,529,586,0.90,0.10
22924150,21,265,286,0.93,0.07
22944749,6,222,228,0.97,0.03
22950161,15,355,370,0.96,0.04
22968354,35,590,625,0.94,0.06
22984192,20,371,391,0.95,0.05
22986709,47,262,309,0.85,0.15
22999982,7,214,221,0.97,0.03
23017092,22,202,224,0.90,0.10
23025024,2,54,56,0.96,0.04
23034313,11,302,313,0.96,0.04
23075703,23,359,382,0.94,0.06
23076921,10,380,390,0.97,0.03
23084647,2,42,44,0.95,0.05
23089106,,17,17,1.00,0.00
23109910,13,233,246,0.95,0.05
23150406,66,822,888,0.93,0.07
23216051,14,219,233,0.94,0.06
23234938,42,606,648,0.94,0.06
23254465,14,137,151,0.91,0.09
23254729,12,323,335,0.96,0.04
23259684,,24,24,1.00,0.00
23275671,5,148,153,0.97,0.03
23285263,22,186,208,0.89,0.11
23304811,,20,20,1.00,0.00
23315166,35,582,617,0.94,0.06
23335956,42,372,414,0.90,0.10
23342955,19,320,339,0.94,0.06
23343151,17,64,81,0.79,0.21
23370743,5,192,197,0.97,0.03
23393644,47,337,384,0.88,0.12
23412631,5,240,245,0.98,0.02
23419322,1,16,17,0.94,0.06
23430202,17,305,322,0.95,0.05
23435525,3,121,124,0.98,0.02
23437903,1,23,24,0.96,0.04
23441905,19,48,67,0.72,0.28
23451262,20,362,382,0.95,0.05
23453962,12,227,239,0.95,0.05
23459329,2,55,57,0.96,0.04
23462506,8,239,247,0.97,0.03
23467308,16,281,297,0.95,0.05
23478630,28,248,276,0.90,0.10
23480306,20,722,742,0.97,0.03
23481039,12,196,208,0.94,0.06
23496915,20,311,331,0.94,0.06
23498234,39,557,596,0.93,0.07
23500108,1,35,36,0.97,0.03
23501965,11,75,86,0.87,0.13
23516374,66,781,847,0.92,0.08
23518897,,8,8,1.00,0.00
23523473,51,702,753,0.93,0.07
23525377,3,105,108,0.97,0.03
23541284,,18,18,1.00,0.00
23546508,1,8,9,0.89,0.11
23558686,33,771,804,0.96,0.04
23560631,3,59,62,0.95,0.05
23562622,,16,16,1.00,0.00
23563574,18,103,121,0.85,0.15
23564110,17,276,293,0.94,0.06
23576862,,6,6,1.00,0.00
23578212,,1,1,1.00,0.00
23578731,48,325,373,0.87,0.13
23579032,,7,7,1.00,0.00
23596337,2,30,32,0.94,0.06
23596421,5,78,83,0.94,0.06
23619378,,4,4,1.00,0.00
23623536,11,218,229,0.95,0.05
23628366,10,146,156,0.94,0.06
23631557,4,120,124,0.97,0.03
23642577,26,238,264,0.90,0.10
23644478,13,171,184,0.93,0.07
23646431,5,130,135,0.96,0.04
23650921,2,68,70,0.97,0.03
23675467,43,543,586,0.93,0.07
23704230,2,40,42,0.95,0.05
23709305,18,272,290,0.94,0.06
23715234,7,187,194,0.96,0.04
23730997,9,74,83,0.89,0.11
23739741,14,511,525,0.97,0.03
23740885,,6,6,1.00,0.00
23745497,13,412,425,0.97,0.03
23748278,2,11,13,0.85,0.15
23748554,17,282,299,0.94,0.06
23748724,5,30,35,0.86,0.14
23748903,1,8,9,0.89,0.11
23748992,6,30,36,0.83,0.17
23749047,1,23,24,0.96,0.04
23771028,1,61,62,0.98,0.02
23788596,,5,5,1.00,0.00
23799929,,8,8,1.00,0.00
23804250,12,255,267,0.96,0.04
23824223,16,94,110,0.85,0.15
23856760,1,16,17,0.94,0.06
23856790,26,198,224,0.88,0.12
23859316,37,890,927,0.96,0.04
23859984,13,144,157,0.92,0.08
23874576,23,471,494,0.95,0.05
23877206,5,43,48,0.90,0.10
23881173,4,82,86,0.95,0.05
23910106,7,13,20,0.65,0.35
23913900,34,639,673,0.95,0.05
23918895,55,358,413,0.87,0.13
23919596,11,167,178,0.94,0.06
23921294,2,13,15,0.87,0.13
23935850,14,164,178,0.92,0.08
23978319,10,294,304,0.97,0.03
23992083,1,117,118,0.99,0.01
23998930,2,33,35,0.94,0.06
24056179,13,187,200,0.94,0.07
24080389,36,337,373,0.90,0.10
24098735,10,105,115,0.91,0.09
24117606,,9,9,1.00,0.00
24120346,63,509,572,0.89,0.11
24172247,8,274,282,0.97,0.03
24177903,20,319,339,0.94,0.06
24196245,8,81,89,0.91,0.09
24202030,17,269,286,0.94,0.06
24202205,10,155,165,0.94,0.06
24208478,5,155,160,0.97,0.03
24222452,6,49,55,0.89,0.11
24244390,13,138,151,0.91,0.09
24278792,2,83,85,0.98,0.02
24280176,13,235,248,0.95,0.05
24287936,1,72,73,0.99,0.01
24306486,29,608,637,0.95,0.05
24312963,25,82,107,0.77,0.23
24327916,8,110,118,0.93,0.07
24329922,15,305,320,0.95,0.05
24347730,13,302,315,0.96,0.04
24373135,3,66,69,0.96,0.04
24375145,17,218,235,0.93,0.07
24387676,4,63,67,0.94,0.06
24396068,42,444,486,0.91,0.09
24413175,11,195,206,0.95,0.05
24421260,28,357,385,0.93,0.07
24425345,,4,4,1.00,0.00
24428641,9,154,163,0.94,0.06
24445744,11,209,220,0.95,0.05
24476866,44,571,615,0.93,0.07
24493492,9,279,288,0.97,0.03
24512884,1,14,15,0.93,0.07
24520534,32,183,215,0.85,0.15
24540122,55,749,804,0.93,0.07
24557386,8,303,311,0.97,0.03
24594949,17,464,481,0.96,0.04
24605088,34,701,735,0.95,0.05
24656374,4,101,105,0.96,0.04
24678233,2,51,53,0.96,0.04
24697002,15,61,76,0.80,0.20
24711554,33,510,543,0.94,0.06
24752561,2,43,45,0.96,0.04
24766296,12,105,117,0.90,0.10
24797144,28,486,514,0.95,0.05
24817711,23,447,470,0.95,0.05
24828874,2,41,43,0.95,0.05
24834700,12,194,206,0.94,0.06
24851273,1,44,45,0.98,0.02
24852463,22,285,307,0.93,0.07
24872184,3,37,40,0.93,0.08
24873765,,8,8,1.00,0.00
24882481,3,33,36,0.92,0.08
24885757,7,113,120,0.94,0.06
24893602,5,131,136,0.96,0.04
24894370,15,362,377,0.96,0.04
24895844,2,115,117,0.98,0.02
24907910,4,70,74,0.95,0.05
24916446,25,308,333,0.92,0.08
24942698,21,184,205,0.90,0.10
24945996,15,360,375,0.96,0.04
24980055,9,208,217,0.96,0.04
24984793,5,122,127,0.96,0.04
25013010,27,208,235,0.89,0.11
25045172,5,172,177,0.97,0.03
25068792,25,322,347,0.93,0.07
25079309,,22,22,1.00,0.00
25109693,7,84,91,0.92,0.08
25111932,4,102,106,0.96,0.04
25124933,6,41,47,0.87,0.13
25128396,1,6,7,0.86,0.14
25132222,5,93,98,0.95,0.05
25135375,,19,19,1.00,0.00
25135803,20,229,249,0.92,0.08
25138871,13,78,91,0.86,0.14
25181137,22,249,271,0.92,0.08
25212461,7,228,235,0.97,0.03
25236572,2,46,48,0.96,0.04
25251626,25,466,491,0.95,0.05
25281090,1,1,2,0.50,0.50
25286041,13,219,232,0.94,0.06
25288773,5,77,82,0.94,0.06
25309332,6,28,34,0.82,0.18
25322676,25,288,313,0.92,0.08
25337854,2,12,14,0.86,0.14
25366645,16,171,187,0.91,0.09
25398902,25,211,236,0.89,0.11
25406163,20,275,295,0.93,0.07
25417416,3,38,41,0.93,0.07
25418819,30,398,428,0.93,0.07
25422541,12,183,195,0.94,0.06
25459484,15,144,159,0.91,0.09
25471043,22,477,499,0.96,0.04
25474000,3,37,40,0.93,0.08
25479162,16,224,240,0.93,0.07
25518066,22,246,268,0.92,0.08
25519478,21,188,209,0.90,0.10
25519626,17,177,194,0.91,0.09
25574558,3,149,152,0.98,0.02
25577370,10,197,207,0.95,0.05
25678742,12,294,306,0.96,0.04
25679471,13,171,184,0.93,0.07
25718935,4,164,168,0.98,0.02
25722075,18,199,217,0.92,0.08
25762439,5,263,268,0.98,0.02
25882810,25,387,412,0.94,0.06
25883256,25,247,272,0.91,0.09
25892881,4,38,42,0.90,0.10
25919767,1,11,12,0.92,0.08
25936206,,30,30,1.00,0.00
25948248,90,316,406,0.78,0.22
25977047,,12,12,1.00,0.00
25979505,23,183,206,0.89,0.11
26012053,24,330,354,0.93,0.07
26028858,6,150,156,0.96,0.04
26038824,26,339,365,0.93,0.07
26083193,14,122,136,0.90,0.10
26084631,11,123,134,0.92,0.08
26093158,21,177,198,0.89,0.11
26098132,23,208,231,0.90,0.10
26103338,13,171,184,0.93,0.07
26128699,33,355,388,0.91,0.09
26129371,4,200,204,0.98,0.02
26130128,18,332,350,0.95,0.05
26160335,5,34,39,0.87,0.13
26163788,25,145,170,0.85,0.15
26190390,33,674,707,0.95,0.05
26212041,3,29,32,0.91,0.09
26253207,6,223,229,0.97,0.03
26255924,21,295,316,0.93,0.07
26260868,4,234,238,0.98,0.02
26276337,25,324,349,0.93,0.07
26281901,29,213,242,0.88,0.12
26284618,21,332,353,0.94,0.06
26298501,8,32,40,0.80,0.20
26305653,10,173,183,0.95,0.05
26335600,8,166,174,0.95,0.05
26339145,11,130,141,0.92,0.08
26352170,3,37,40,0.93,0.08
26352897,24,289,313,0.92,0.08
26356137,12,313,325,0.96,0.04
26357716,18,421,439,0.96,0.04
26368923,15,57,72,0.79,0.21
26391300,6,138,144,0.96,0.04
26397880,18,162,180,0.90,0.10
26398312,21,133,154,0.86,0.14
26410860,11,138,149,0.93,0.07
26454939,2,130,132,0.98,0.02
26528680,7,110,117,0.94,0.06
26595874,12,106,118,0.90,0.10
26634224,8,25,33,0.76,0.24
26639631,12,249,261,0.95,0.05
26658565,16,320,336,0.95,0.05
26659046,6,151,157,0.96,0.04
26665141,,15,15,1.00,0.00
26690388,7,245,252,0.97,0.03
26718894,14,238,252,0.94,0.06
26721327,10,92,102,0.90,0.10
26735499,6,180,186,0.97,0.03
26740506,9,182,191,0.95,0.05
26753930,23,639,662,0.97,0.03
26771791,23,284,307,0.93,0.07
26802744,11,273,284,0.96,0.04
26829259,4,136,140,0.97,0.03
26872561,8,305,313,0.97,0.03
26891591,10,150,160,0.94,0.06
26910515,14,484,498,0.97,0.03
26924271,7,268,275,0.97,0.03
26925544,7,187,194,0.96,0.04
26954553,11,300,311,0.96,0.04
26973463,16,430,446,0.96,0.04
27011341,5,133,138,0.96,0.04
27051166,9,131,140,0.94,0.06
27059536,12,96,108,0.89,0.11
27078522,15,330,345,0.96,0.04
27086469,18,139,157,0.89,0.11
27108241,13,214,227,0.94,0.06
27123967,13,188,201,0.94,0.06
27132022,5,159,164,0.97,0.03
27156940,22,534,556,0.96,0.04
27225252,8,100,108,0.93,0.07
27232257,1,8,9,0.89,0.11
27233149,7,68,75,0.91,0.09
27250576,8,349,357,0.98,0.02
27289254,10,164,174,0.94,0.06
27306911,32,308,340,0.91,0.09
27335298,12,151,163,0.93,0.07
27337463,15,248,263,0.94,0.06
27339221,9,162,171,0.95,0.05
27340168,5,109,114,0.96,0.04
27392504,1,5,6,0.83,0.17
27461996,18,375,393,0.95,0.05
27466554,13,371,384,0.97,0.03
27486807,6,102,108,0.94,0.06
27503824,,24,24,1.00,0.00
27538204,19,223,242,0.92,0.08
27548960,,145,145,1.00,0.00
27562061,6,14,20,0.70,0.30
27566298,28,349,377,0.93,0.07
27583238,2,101,103,0.98,0.02
27625446,11,68,79,0.86,0.14
27645716,6,121,127,0.95,0.05
27675156,1,,1,0.00,1.00
27689813,4,147,151,0.97,0.03
27690175,17,346,363,0.95,0.05
27699328,,4,4,1.00,0.00
27723015,,7,7,1.00,0.00
27759123,24,542,566,0.96,0.04
27770787,2,1,3,0.33,0.67
27779063,,3,3,1.00,0.00
27827166,,10,10,1.00,0.00
27853519,17,362,379,0.96,0.04
27871087,7,234,241,0.97,0.03
27903380,8,85,93,0.91,0.09
27903998,18,256,274,0.93,0.07
27906707,3,95,98,0.97,0.03
27927441,20,182,202,0.90,0.10
27931927,9,250,259,0.97,0.03
27933308,5,114,119,0.96,0.04
27933446,,6,6,1.00,0.00
27977831,8,276,284,0.97,0.03
28001246,6,105,111,0.95,0.05
28001503,2,113,115,0.98,0.02
28002475,1,4,5,0.80,0.20
28003776,6,119,125,0.95,0.05
28022558,4,46,50,0.92,0.08
28029833,1,51,52,0.98,0.02
28042422,15,265,280,0.95,0.05
28053434,2,64,66,0.97,0.03
28053639,13,114,127,0.90,0.10
28072155,3,13,16,0.81,0.19
28097447,26,576,602,0.96,0.04
28109091,4,253,257,0.98,0.02
28127559,9,383,392,0.98,0.02
28133323,11,96,107,0.90,0.10
28142713,8,203,211,0.96,0.04
28148160,5,133,138,0.96,0.04
28149961,5,73,78,0.94,0.06
28156491,5,53,58,0.91,0.09
28160806,,69,69,1.00,0.00
28172948,19,304,323,0.94,0.06
28184369,,8,8,1.00,0.00
28199025,44,421,465,0.91,0.09
28202866,10,113,123,0.92,0.08
28210988,2,67,69,0.97,0.03
28212289,9,103,112,0.92,0.08
28216632,9,121,130,0.93,0.07
28216747,12,223,235,0.95,0.05
28245965,6,21,27,0.78,0.22
28281182,9,221,230,0.96,0.04
28286510,24,227,251,0.90,0.10
28289096,15,349,364,0.96,0.04
28308701,11,68,79,0.86,0.14
28319643,3,27,30,0.90,0.10
28331348,5,59,64,0.92,0.08
28335156,,7,7,1.00,0.00
28369196,5,50,55,0.91,0.09
28385457,16,130,146,0.89,0.11
28411241,,4,4,1.00,0.00
28426037,31,192,223,0.86,0.14
28431354,3,9,12,0.75,0.25
28432651,1,24,25,0.96,0.04
28438011,15,180,195,0.92,0.08
28453860,3,37,40,0.93,0.08
28465150,5,26,31,0.84,0.16
28466957,26,346,372,0.93,0.07
28467897,3,119,122,0.98,0.02
28478646,,2,2,1.00,0.00
28481477,5,98,103,0.95,0.05
28491562,11,30,41,0.73,0.27
28537358,4,61,65,0.94,0.06
28544931,7,73,80,0.91,0.09
28556282,12,312,324,0.96,0.04
28582577,21,438,459,0.95,0.05
28583038,18,227,245,0.93,0.07
28584499,2,25,27,0.93,0.07
28607789,1,24,25,0.96,0.04
28608801,9,176,185,0.95,0.05
28610923,10,202,212,0.95,0.05
28665091,14,128,142,0.90,0.10
28674119,4,26,30,0.87,0.13
28712523,3,146,149,0.98,0.02
28719799,3,85,88,0.97,0.03
28720353,6,84,90,0.93,0.07
28758757,3,89,92,0.97,0.03
28777663,4,70,74,0.95,0.05
28785469,7,130,137,0.95,0.05
28804277,14,143,157,0.91,0.09
28810359,,10,10,1.00,0.00
28838800,10,187,197,0.95,0.05
28865830,5,75,80,0.94,0.06
28871245,5,92,97,0.95,0.05
28882986,17,318,335,0.95,0.05
28915376,1,19,20,0.95,0.05
28916114,1,25,26,0.96,0.04
28927010,8,140,148,0.95,0.05
28942385,19,131,150,0.87,0.13
28952959,2,39,41,0.95,0.05
28960407,5,179,184,0.97,0.03
28986868,20,145,165,0.88,0.12
29003338,5,179,184,0.97,0.03
29026930,16,383,399,0.96,0.04
29033893,5,134,139,0.96,0.04
29052301,8,185,193,0.96,0.04
29071034,8,206,214,0.96,0.04
29073142,3,194,197,0.98,0.02
29076665,8,116,124,0.94,0.06
29098489,9,145,154,0.94,0.06
29102553,2,160,162,0.99,0.01
29125407,17,699,716,0.98,0.02
29148062,24,192,216,0.89,0.11
29180843,5,129,134,0.96,0.04
29187033,3,23,26,0.88,0.12
29187153,,14,14,1.00,0.00
29187202,8,21,29,0.72,0.28
29187255,1,10,11,0.91,0.09
29204619,25,591,616,0.96,0.04
29208295,13,338,351,0.96,0.04
29210382,16,204,220,0.93,0.07
29213270,,6,6,1.00,0.00
29214157,1,31,32,0.97,0.03
29228806,1,49,50,0.98,0.02
29231942,2,13,15,0.87,0.13
29232809,2,104,106,0.98,0.02
29234943,14,340,354,0.96,0.04
29251970,9,148,157,0.94,0.06
29301481,,4,4,1.00,0.00
29334580,1,73,74,0.99,0.01
29340133,22,209,231,0.90,0.10
29358894,,2,2,1.00,0.00
29359265,1,66,67,0.99,0.01
29415555,39,357,396,0.90,0.10
29482441,,6,6,1.00,0.00
29482634,2,2,4,0.50,0.50
29484383,1,27,28,0.96,0.04
29488398,28,260,288,0.90,0.10
29490603,8,99,107,0.93,0.07
29491343,5,89,94,0.95,0.05
29510985,1,12,13,0.92,0.08
29519394,3,10,13,0.77,0.23
29535877,10,162,172,0.94,0.06
29587963,10,192,202,0.95,0.05
29634104,2,41,43,0.95,0.05
29647115,,21,21,1.00,0.00
29652238,,3,3,1.00,0.00
29657252,45,291,336,0.87,0.13
29657686,,25,25,1.00,0.00
29659193,12,181,193,0.94,0.06
29663310,1,9,10,0.90,0.10
29674621,21,247,268,0.92,0.08
29680084,7,102,109,0.94,0.06
29731425,2,37,39,0.95,0.05
29732553,18,188,206,0.91,0.09
29754604,11,68,79,0.86,0.14
29791163,,19,19,1.00,0.00
29793507,6,79,85,0.93,0.07
29845843,4,42,46,0.91,0.09
29852630,,7,7,1.00,0.00
29852695,5,29,34,0.85,0.15
29871451,24,165,189,0.87,0.13
29885976,17,132,149,0.89,0.11
29886393,24,147,171,0.86,0.14
29895223,,42,42,1.00,0.00
29902436,13,429,442,0.97,0.03
29928828,17,229,246,0.93,0.07
30008468,,11,11,1.00,0.00
30020759,16,340,356,0.96,0.04
30037833,1,12,13,0.92,0.08
30043315,31,262,293,0.89,0.11
30050870,15,260,275,0.95,0.05
30067056,5,38,43,0.88,0.12
30067870,10,89,99,0.90,0.10
30069015,20,281,301,0.93,0.07
30085585,14,209,223,0.94,0.06
30100770,2,30,32,0.94,0.06
30103018,9,64,73,0.88,0.12
30126158,5,141,146,0.97,0.03
30174581,1,20,21,0.95,0.05
30183789,6,132,138,0.96,0.04
30190561,5,77,82,0.94,0.06
30200015,,39,39,1.00,0.00
30247995,8,167,175,0.95,0.05
30255195,23,183,206,0.89,0.11
30317989,8,220,228,0.96,0.04
30323583,,3,3,1.00,0.00
30336545,15,43,58,0.74,0.26
30340307,6,131,137,0.96,0.04
30427496,18,150,168,0.89,0.11
30467126,4,150,154,0.97,0.03
30468056,4,72,76,0.95,0.05
30509573,8,250,258,0.97,0.03
30528834,15,68,83,0.82,0.18
30530457,2,63,65,0.97,0.03
30558665,,12,12,1.00,0.00
30565966,5,80,85,0.94,0.06
30654481,4,93,97,0.96,0.04
30686620,25,333,358,0.93,0.07
30726583,17,331,348,0.95,0.05
30746553,9,177,186,0.95,0.05
30759813,4,67,71,0.94,0.06
30766159,1,10,11,0.91,0.09
30853857,3,162,165,0.98,0.02
30908285,4,31,35,0.89,0.11
30913262,3,169,172,0.98,0.02
30914894,8,141,149,0.95,0.05
30930892,,8,8,1.00,0.00
30984319,20,221,241,0.92,0.08
30998167,4,17,21,0.81,0.19
31016930,4,189,193,0.98,0.02
31018757,15,167,182,0.92,0.08
31054515,15,435,450,0.97,0.03
31071936,4,66,70,0.94,0.06
31072759,1,81,82,0.99,0.01
31087353,32,189,221,0.86,0.14
31089456,2,30,32,0.94,0.06
31125860,2,40,42,0.95,0.05
31142872,12,218,230,0.95,0.05
31168531,15,392,407,0.96,0.04
31186872,5,63,68,0.93,0.07
31194218,3,141,144,0.98,0.02
31208516,11,125,136,0.92,0.08
31210664,17,394,411,0.96,0.04
31218004,24,307,331,0.93,0.07
31219623,2,24,26,0.92,0.08
31241544,38,342,380,0.90,0.10
31242607,5,142,147,0.97,0.03
31260007,15,119,134,0.89,0.11
31264528,,11,11,1.00,0.00
31267687,9,92,101,0.91,0.09
31315518,20,55,75,0.73,0.27
31318558,4,62,66,0.94,0.06
31318559,7,54,61,0.89,0.11
31318560,6,71,77,0.92,0.08
31318561,3,51,54,0.94,0.06
31318562,9,69,78,0.88,0.12
31318563,12,125,137,0.91,0.09
31318564,24,96,120,0.80,0.20
31318566,19,91,110,0.83,0.17
31321220,13,44,57,0.77,0.23
31327477,,11,11,1.00,0.00
31378714,10,95,105,0.90,0.10
31380330,1,16,17,0.94,0.06
31405221,,6,6,1.00,0.00
31407515,10,289,299,0.97,0.03
31411427,2,82,84,0.98,0.02
31411568,12,230,242,0.95,0.05
31412550,12,146,158,0.92,0.08
31413397,2,56,58,0.97,0.03
31414815,,32,32,1.00,0.00
31419966,5,14,19,0.74,0.26
31448967,21,113,134,0.84,0.16
31460257,26,415,441,0.94,0.06
31461565,8,77,85,0.91,0.09
31470914,11,143,154,0.93,0.07
31472865,,7,7,1.00,0.00
31493518,10,256,266,0.96,0.04
31511845,8,200,208,0.96,0.04
31516196,2,11,13,0.85,0.15
31519951,5,74,79,0.94,0.06
31538688,1,156,157,0.99,0.01
31539473,4,126,130,0.97,0.03
31559217,1,116,117,0.99,0.01
31562828,2,45,47,0.96,0.04
31565062,,42,42,1.00,0.00
31612713,1,11,12,0.92,0.08
31615798,10,109,119,0.92,0.08
31621623,6,106,112,0.95,0.05
31641815,3,153,156,0.98,0.02
31681780,6,83,89,0.93,0.07
31681782,6,42,48,0.88,0.13
31681784,2,53,55,0.96,0.04
31693217,10,135,145,0.93,0.07
31703945,,40,40,1.00,0.00
31707790,20,410,430,0.95,0.05
31709039,9,94,103,0.91,0.09
31710158,,19,19,1.00,0.00
31742907,7,40,47,0.85,0.15
31801338,3,45,48,0.94,0.06
31834926,5,220,225,0.98,0.02
31835900,11,231,242,0.95,0.05
31843328,3,31,34,0.91,0.09
31843331,5,29,34,0.85,0.15
31843343,2,11,13,0.85,0.15
31843350,2,26,28,0.93,0.07
31902908,11,128,139,0.92,0.08
31922275,6,101,107,0.94,0.06
31986153,4,54,58,0.93,0.07
31992642,18,39,57,0.68,0.32
32043020,9,149,158,0.94,0.06
32046748,,14,14,1.00,0.00
32076476,,13,13,1.00,0.00
32076492,2,18,20,0.90,0.10
32076498,5,17,22,0.77,0.23
32134137,8,66,74,0.89,0.11
32155656,1,2,3,0.67,0.33
32164395,1,33,34,0.97,0.03
32204669,3,26,29,0.90,0.10
32236326,,2,2,1.00,0.00
32259212,3,58,61,0.95,0.05
32301460,5,214,219,0.98,0.02
32328388,8,143,151,0.95,0.05
32330028,3,106,109,0.97,0.03
32332610,7,78,85,0.92,0.08
32338208,,7,7,1.00,0.00
32341804,,10,10,1.00,0.00
32343774,,9,9,1.00,0.00
32351136,1,18,19,0.95,0.05
32357949,4,86,90,0.96,0.04
32363929,8,141,149,0.95,0.05
32392503,6,42,48,0.88,0.13
32415241,13,157,170,0.92,0.08
32424479,9,194,203,0.96,0.04
32425462,,7,7,1.00,0.00
32443907,10,205,215,0.95,0.05
32445880,,2,2,1.00,0.00
32446540,4,131,135,0.97,0.03
32465550,4,140,144,0.97,0.03
32496447,14,14,28,0.50,0.50
32496458,,1,1,1.00,0.00
32496511,,2,2,1.00,0.00
32496514,,8,8,1.00,0.00
32496518,,23,23,1.00,0.00
32500693,12,127,139,0.91,0.09
32515511,9,58,67,0.87,0.13
32560585,,4,4,1.00,0.00
32571027,,12,12,1.00,0.00
32572351,,4,4,1.00,0.00
32577436,1,35,36,0.97,0.03
32584893,4,106,110,0.96,0.04
32594995,14,159,173,0.92,0.08
32607516,22,451,473,0.95,0.05
32671236,3,61,64,0.95,0.05
32734094,,39,39,1.00,0.00
32739890,13,161,174,0.93,0.07
32740257,17,112,129,0.87,0.13
32742604,3,25,28,0.89,0.11
32747638,22,159,181,0.88,0.12
32747686,,18,18,1.00,0.00
32760750,4,90,94,0.96,0.04
32763001,19,119,138,0.86,0.14
32764991,1,24,25,0.96,0.04
32766632,2,11,13,0.85,0.15
32789412,3,28,31,0.90,0.10
32792238,6,89,95,0.94,0.06
32798222,,5,5,1.00,0.00
